Row ID,Order ID,Order Date,Ship Date,Ship Mode,Order Priority,Product Container,Customer Name,Customer Segment,Zip Code,State,City,Region,Product Category,Product Sub-Category,Product Name,Unit Price,Order Quantity,Sales,Profit,Discount,Shipping Cost,Product Base Margin
4068,28934,2012-11-28,2012-11-30,Express Air,Medium,Medium Box,Stephanie Phelps,Consumer,98503,Washington,Lacey,West,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,120.97,26,3356.92,1555.90,0,7.11,0.36
4069,28963,2011-12-04,2011-12-06,Regular Air,Not Specified,Small Box,Joel Eaton,Home Office,39212,Mississippi,Jackson,South,Technology,Telephones and Communication,V70,205.99,37,6072.1875,1372.09,0.09,2.5,0.59
4070,28992,2011-09-19,2011-09-20,Express Air,Critical,Small Box,Craig Yedwab,Consumer,08046,New Jersey,Willingboro,East,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",178.47,41,6863.95,1662.92,0.1,19.99,0.55
4071,28995,2010-05-12,2010-05-13,Regular Air,High,Small Box,Hilary Holden,Corporate,46544,Indiana,Mishawaka,Central,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",30.98,9,298.52,73.19,0,5.76,0.4
4072,28995,2010-05-12,2010-05-13,Regular Air,High,Small Box,Hilary Holden,Corporate,46544,Indiana,Mishawaka,Central,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,19.98,34,667.35,80.92,0.04,8.68,0.37
4073,28999,2009-01-10,2009-01-11,Regular Air,High,Small Pack,Giulietta Dortch,Corporate,05451,Vermont,Essex Junction,East,Technology,Computer Peripherals,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",33.98,34,1177.5,420.05,0.02,1.99,0.45
4074,29028,2011-02-05,2011-02-07,Delivery Truck,Critical,Jumbo Drum,Marc Crier,Corporate,72116,Arkansas,Sherwood,South,Technology,Office Machines,Epson FX-980 Dot Matrix Printer,400.97,43,17131.36,4722.77,0.08,14.7,0.59
4075,29030,2012-01-02,2012-01-03,Regular Air,Medium,Wrap Bag,Roy Skaria,Corporate,62040,Illinois,Granite City,Central,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,19.84,10,192.58,24.60,0.05,4.1,0.44
4076,29058,2010-01-03,2010-01-05,Regular Air,High,Small Box,Valerie Takahito,Consumer,33614,Florida,Tampa,South,Office Supplies,Paper,Xerox 200,6.48,43,287.61,-101.50,0.02,6.35,0.37
4077,29058,2010-01-03,2010-01-04,Regular Air,High,Wrap Bag,Valerie Takahito,Consumer,33614,Florida,Tampa,South,Office Supplies,Pens & Art Supplies,"Quartet Omega® Colored Chalk, 12/Pack",5.84,23,128.52,42.80,0.06,1,0.38
4078,29058,2010-01-03,2010-01-03,Regular Air,High,Small Box,Valerie Takahito,Consumer,33614,Florida,Tampa,South,Office Supplies,Storage & Organization,2300 Heavy-Duty Transfer File Systems by Perma,24.98,41,1011.67,-74.64,0.04,8.79,0.66
4079,29058,2010-01-03,2010-01-05,Delivery Truck,High,Jumbo Box,Valerie Takahito,Consumer,97060,Oregon,Troutdale,West,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",880.98,33,28389.14,7132.18,0.07,44.55,0.62
4080,29090,2012-01-16,2012-01-17,Regular Air,Medium,Small Box,Muhammed Lee,Consumer,92804,California,Anaheim,West,Office Supplies,Labels,Avery 491,4.13,24,99.1,28.42,0.02,0.99,0.39
4081,29090,2012-01-16,2012-01-16,Regular Air,Medium,Small Box,Muhammed Lee,Consumer,92804,California,Anaheim,West,Office Supplies,Storage & Organization,Sterilite Officeware Hinged File Box,10.48,36,380.34,-108.20,0.02,6.91,0.58
4082,29095,2011-03-08,2011-03-09,Regular Air,Not Specified,Small Box,Delfina Latchford,Small Business,60459,Illinois,Burbank,Central,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock® D-Ring Binders,6.75,40,291.67,54.46,0.01,2.99,0.35
4083,29120,2010-05-12,2010-05-14,Regular Air,Low,Small Box,James Galang,Consumer,22204,Virginia,Arlington,South,Office Supplies,Binders and Binder Accessories,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98,43,1677.27,528.79,0.08,7.47,0.37
4084,29120,2010-05-12,2010-05-17,Delivery Truck,Low,Jumbo Box,James Galang,Consumer,22204,Virginia,Arlington,South,Furniture,Bookcases,"Hon Metal Bookcases, Black",70.98,21,1556.08,-41.77,0.05,26.74,0.6
4085,29121,2010-04-11,2010-04-13,Regular Air,Medium,Small Box,Jack Lebron,Corporate,46368,Indiana,Portage,Central,Technology,Telephones and Communication,Timeport L7089,125.99,31,3206.965,575.33,0.08,7.69,0.58
4086,29127,2009-03-31,2009-04-02,Regular Air,Critical,Wrap Bag,Thea Hudgings,Consumer,33458,Florida,Jupiter,South,Office Supplies,Pens & Art Supplies,Prang Dustless Chalk Sticks,1.68,18,31.13,-0.81,0.06,1,0.35
4087,29152,2011-07-23,2011-07-27,Regular Air,Low,Small Pack,Ashley Jarboe,Small Business,30297,Georgia,Forest Park,South,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",17.48,3,58.63,-40.86,0,1.99,0.45
4088,29152,2011-07-23,2011-07-23,Regular Air,Low,Small Box,Ashley Jarboe,Small Business,30297,Georgia,Forest Park,South,Office Supplies,Storage & Organization,Eldon Shelf Savers™ Cubes and Bins,6.98,13,94.99,-106.29,0.06,9.69,0.83
4089,29156,2010-02-24,2010-03-01,Regular Air,Low,Small Box,Denise Monton,Home Office,72022,Arkansas,Bryant,South,Technology,Computer Peripherals,Microsoft Internet Keyboard,20.97,10,208.77,-76.58,0.07,4,0.77
4090,29158,2011-10-20,2011-10-21,Delivery Truck,High,Jumbo Drum,Matt Abelman,Home Office,55429,Minnesota,Brooklyn Center,Central,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",200.98,12,2266.7,180.80,0.07,23.76,0.58
4091,29185,2010-01-20,2010-01-21,Regular Air,High,Small Box,Rob Dowd,Corporate,48071,Michigan,Madison Heights,Central,Office Supplies,Appliances,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",56.96,8,468.49,-6.37,0.03,13.22,0.56
4092,29185,2010-01-20,2010-01-22,Express Air,High,Large Box,Rob Dowd,Corporate,48071,Michigan,Madison Heights,Central,Furniture,Office Furnishings,Westinghouse Clip-On Gooseneck Lamps,8.37,48,446.53,-261.45,0.04,10.16,0.59
4093,29185,2010-01-20,2010-01-22,Express Air,High,Small Box,Rob Dowd,Corporate,48640,Michigan,Midland,Central,Office Supplies,Paper,Xerox 1893,40.99,5,217.85,-25.31,0.02,17.48,0.36
4094,29187,2009-07-31,2009-08-04,Regular Air,Low,Small Box,Rick Wilson,Consumer,97071,Oregon,Woodburn,West,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,24.92,5,142.3,-24.18,0.03,12.98,0.39
4095,29187,2009-07-31,2009-08-04,Regular Air,Low,Small Box,Rick Wilson,Consumer,97071,Oregon,Woodburn,West,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,2.16,8,21.93,-37.79,0.09,6.05,0.37
4096,29187,2009-07-31,2009-08-07,Delivery Truck,Low,Jumbo Drum,Rick Wilson,Consumer,97071,Oregon,Woodburn,West,Technology,Office Machines,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",808.49,35,26095.13,12606.81,0.03,55.3,0.4
4097,29187,2009-07-31,2009-08-07,Regular Air,Low,Small Box,Rick Wilson,Consumer,97071,Oregon,Woodburn,West,Office Supplies,Paper,Xerox 217,6.48,10,75.58,-43.26,0,8.19,0.37
4098,29187,2009-07-31,2009-08-04,Regular Air,Low,Small Pack,Rick Wilson,Consumer,97071,Oregon,Woodburn,West,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,10.98,42,477.53,51.17,0.03,3.37,0.57
4099,29191,2012-06-28,2012-06-29,Delivery Truck,Medium,Jumbo Box,Penelope Sewall,Home Office,33023,Florida,Miramar,South,Furniture,Tables,Hon 94000 Series Round Tables,296.18,26,7201.89,-650.11,0.09,54.12,0.76
4100,29216,2012-12-29,2012-12-30,Regular Air,Critical,Small Box,Jennifer Jackson,Home Office,38637,Mississippi,Horn Lake,South,Technology,Computer Peripherals,"Fellowes Mobile Numeric Keypad, Graphite",43.22,46,1936.45,307.17,0.1,4,0.64
4101,29216,2012-12-29,2012-12-30,Delivery Truck,Critical,Jumbo Box,Jennifer Jackson,Home Office,38637,Mississippi,Horn Lake,South,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,17,3711.04,-773.78,0.04,69.64,0.77
4102,29218,2012-05-29,2012-05-29,Express Air,Low,Medium Box,Andrew Roberts,Home Office,98052,Washington,Redmond,West,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",92.23,19,1823.02,80.80,0.04,39.61,0.67
4103,29218,2012-05-29,2012-05-29,Regular Air,Low,Wrap Bag,Andrew Roberts,Home Office,98052,Washington,Redmond,West,Office Supplies,Pens & Art Supplies,Newell 340,2.88,26,74.02,8.13,0.04,0.7,0.56
4104,29218,2012-05-29,2012-05-31,Regular Air,Low,Small Box,Andrew Roberts,Home Office,98059,Washington,Renton,West,Technology,Telephones and Communication,Talkabout T8097,205.99,13,2252.976,-54.36,0.02,8.99,0.58
4105,29219,2009-04-10,2009-04-11,Regular Air,Not Specified,Wrap Bag,Nat Carroll,Home Office,76541,Texas,Killeen,Central,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,7.08,29,203.4,24.59,0.04,2.35,0.47
4106,29220,2012-12-29,2012-12-29,Express Air,Medium,Small Box,Logan Haushalter,Corporate,10801,New York,New Rochelle,East,Office Supplies,Binders and Binder Accessories,Ibico Ibimaster 300 Manual Binding System,367.99,36,12690.33,5045.30,0.08,19.99,0.4
4107,29221,2012-05-29,2012-06-01,Regular Air,High,Wrap Bag,Jay Fine,Consumer,95823,California,Sacramento,West,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,41,325.33,-41.75,0,5.83,0.36
4108,29223,2012-01-20,2012-01-22,Delivery Truck,High,Jumbo Drum,Greg Tran,Home Office,21146,Maryland,Severna Park,East,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,500.98,48,24701.12,8022.94,0.04,26,0.6
4109,29249,2011-06-13,2011-06-17,Regular Air,Low,Large Box,Joy Daniels,Corporate,32780,Florida,Titusville,South,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,276.2,12,3156.6,454.26,0.1,24.49,
4110,29249,2011-06-13,2011-06-18,Express Air,Low,Wrap Bag,Joy Daniels,Corporate,32780,Florida,Titusville,South,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",6.35,47,302.69,125.65,0.05,1.02,0.39
4111,29252,2009-08-06,2009-08-10,Regular Air,Low,Small Box,Anthony Johnson,Small Business,50208,Iowa,Newton,Central,Office Supplies,Paper,Xerox 1995,6.48,9,65.81,-15.44,0.01,5.19,0.37
4112,29255,2011-12-03,2011-12-07,Express Air,Low,Small Box,Sally Hughsby,Consumer,44133,Ohio,North Royalton,East,Technology,Telephones and Communication,8260,65.99,11,617.219,-136.09,0.03,8.99,0.58
4113,29280,2012-03-28,2012-03-29,Regular Air,Medium,Small Pack,Bill Shonely,Small Business,03038,New Hampshire,Derry,East,Office Supplies,Pens & Art Supplies,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",11.66,19,238.35,-64.51,0,7.95,0.58
4114,29280,2012-03-28,2012-03-29,Regular Air,Medium,Small Pack,Bill Shonely,Small Business,04901,Maine,Waterville,East,Technology,Computer Peripherals,Maxell 4.7GB DVD-R,28.38,30,856.34,248.91,0.06,1.99,0.51
4115,29282,2012-11-28,2012-11-30,Regular Air,Medium,Small Box,Scot Wooten,Corporate,72956,Arkansas,Van Buren,South,Office Supplies,Paper,Xerox 1905,6.48,4,34.27,-26.44,0.1,9.54,0.37
4116,29284,2009-04-10,2009-04-12,Delivery Truck,Medium,Jumbo Box,David Kendrick,Home Office,95070,California,Saratoga,West,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,400.98,20,6449.056,1116.02,0.01,42.52,0.71
4117,29286,2009-07-28,2009-07-30,Delivery Truck,Critical,Jumbo Box,Alan Dominguez,Corporate,98052,Washington,Redmond,West,Technology,Office Machines,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,3502.14,4,13070.2,-6923.60,0.07,8.73,0.57
4118,29287,2009-07-02,2009-07-04,Regular Air,High,Small Box,Edward Hooks,Consumer,60188,Illinois,Carol Stream,Central,Office Supplies,Binders and Binder Accessories,Binder Posts,5.74,50,281.39,-106.40,0.1,5.01,0.39
4119,29287,2009-07-02,2009-07-04,Delivery Truck,High,Jumbo Drum,Edward Hooks,Consumer,60188,Illinois,Carol Stream,Central,Technology,Office Machines,Epson LQ-570e Dot Matrix Printer,270.97,49,12593.91,2699.67,0.09,28.06,0.56
4120,29317,2011-10-02,2011-10-04,Delivery Truck,Not Specified,Jumbo Drum,Becky Pak,Corporate,97045,Oregon,Oregon City,West,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",200.98,40,7789.63,1774.53,0.08,23.76,0.58
4121,29317,2011-10-02,2011-10-03,Delivery Truck,Not Specified,Jumbo Drum,Becky Pak,Corporate,97045,Oregon,Oregon City,West,Technology,Office Machines,Okidata ML591 Wide Format Dot Matrix Printer,810.98,20,15703.82,3055.72,0.06,16.06,0.56
4122,29317,2011-10-02,2011-10-02,Regular Air,Not Specified,Wrap Bag,Becky Pak,Corporate,97045,Oregon,Oregon City,West,Office Supplies,Rubber Bands,Sterling Rubber Bands by Alliance,4.71,31,140.69,-14.54,0.06,0.7,0.85
4123,29318,2011-06-30,2011-07-01,Express Air,Not Specified,Large Box,Bobby Odegard,Corporate,68104,Nebraska,Omaha,Central,Office Supplies,Storage & Organization,"SAFCO Commercial Wire Shelving, Black",138.14,21,2954.14,-522.94,0.04,35,
4124,29318,2011-06-30,2011-07-01,Regular Air,Not Specified,Small Box,Bobby Odegard,Corporate,68104,Nebraska,Omaha,Central,Technology,Telephones and Communication,StarTAC ST7762,125.99,34,3375.3075,562.13,0.1,8.08,0.57
4125,29319,2009-01-24,2009-01-26,Regular Air,Low,Large Box,Filia McAdams,Small Business,47591,Indiana,Vincennes,Central,Furniture,Chairs & Chairmats,Safco Contoured Stacking Chairs,238.4,30,6654.39,1151.69,0.1,24.49,
4126,29319,2009-01-24,2009-01-26,Express Air,Low,Large Box,Filia McAdams,Small Business,47591,Indiana,Vincennes,Central,Technology,Copiers and Fax,Canon PC-428 Personal Copier,199.99,21,4429.69,983.55,0.03,24.49,0.46
4127,29346,2009-08-16,2009-08-20,Regular Air,Low,Small Box,Janet Martin,Corporate,04901,Maine,Waterville,East,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",11.58,2,29.06,-16.15,0.1,6.97,0.35
4128,29347,2012-08-12,2012-08-14,Regular Air,Medium,Small Box,Tanja Norvell,Corporate,32771,Florida,Sanford,South,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",40.99,50,2040.39,221.09,0.07,19.99,0.36
4129,29349,2010-06-10,2010-06-12,Regular Air,High,Small Box,Bobby Trafton,Small Business,04330,Maine,Augusta,East,Technology,Telephones and Communication,6000,65.99,46,2526.54,772.11,0.04,2.5,0.55
4130,29349,2010-06-10,2010-06-12,Regular Air,High,Small Box,Bobby Trafton,Small Business,07480,New Jersey,West Milford,East,Office Supplies,Paper,Xerox 1981,5.28,33,162.39,-101.68,0.1,5.57,0.4
4131,29350,2009-08-25,2009-08-27,Regular Air,High,Small Box,Eric Barreto,Consumer,07407,New Jersey,Elmwood Park,East,Office Supplies,Binders and Binder Accessories,Ibico Laser Imprintable Binding System Covers,52.4,47,2519.55,592.53,0.05,16.11,0.39
4132,29350,2009-08-25,2009-08-28,Regular Air,High,Small Box,Eric Barreto,Consumer,03060,New Hampshire,Nashua,East,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,15.14,10,150.33,-47.88,0.1,4.53,0.81
4133,29350,2009-08-25,2009-08-26,Express Air,High,Wrap Bag,Eric Barreto,Consumer,07079,New Jersey,South Orange,East,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",36.55,46,1634.17,232.80,0.05,13.89,0.41
4134,29351,2011-10-03,2011-10-05,Regular Air,Medium,Small Box,Sanjit Jacobs,Consumer,20707,Maryland,Laurel,East,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,304.99,17,5122.61,1784.04,0.05,19.99,0.4
4135,29376,2012-08-11,2012-08-13,Regular Air,Critical,Small Box,Karen Seio,Consumer,35630,Alabama,Florence,South,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",155.06,20,2850.31,569.08,0.09,7.07,0.59
4136,29380,2009-04-27,2009-04-28,Regular Air,Not Specified,Small Box,Anna Gayman,Corporate,74006,Oklahoma,Bartlesville,Central,Office Supplies,Paper,Xerox 1933,12.28,13,150.13,1.73,0.09,4.86,0.38
4137,29382,2010-11-17,2010-11-20,Regular Air,High,Small Box,Greg Guthrie,Small Business,46901,Indiana,Kokomo,Central,Office Supplies,Envelopes,Staples Standard Envelopes,5.68,42,239.35,78.96,0.05,1.39,0.38
4138,29382,2010-11-17,2010-11-19,Express Air,High,Small Box,Greg Guthrie,Small Business,46901,Indiana,Kokomo,Central,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,19.98,34,684.66,35.09,0.07,10.49,0.49
4139,29383,2011-11-18,2011-11-20,Regular Air,Medium,Small Pack,Jas O'Carroll,Corporate,44094,Ohio,Willoughby,East,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",8.32,20,157.13,-46.89,0.07,2.38,0.74
4140,29383,2011-11-18,2011-11-19,Regular Air,Medium,Small Box,Jas O'Carroll,Corporate,44094,Ohio,Willoughby,East,Office Supplies,Paper,Xerox 227,6.48,28,195.11,-129.42,0.04,8.73,0.37
4141,29383,2011-11-18,2011-11-20,Regular Air,Medium,Small Box,Jas O'Carroll,Corporate,44094,Ohio,Willoughby,East,Technology,Telephones and Communication,DPC 650 Piper,115.99,29,2738.785,556.83,0.07,2.5,0.58
4142,29383,2011-11-18,2011-11-19,Regular Air,Medium,Wrap Bag,Jas O'Carroll,Corporate,44511,Ohio,Youngstown,East,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",7.59,30,217.42,16.97,0.09,4,0.42
4143,29408,2010-05-02,2010-05-03,Delivery Truck,Not Specified,Jumbo Box,Neil Knudson,Home Office,49783,Michigan,Sault Sainte Marie,Central,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,119.99,44,4260.73,251.58,0.07,56.14,0.39
4144,29409,2011-01-13,2011-01-15,Regular Air,High,Small Pack,Sally Matthias,Home Office,55369,Minnesota,Maple Grove,Central,Technology,Computer Peripherals,BASF Silver 74 Minute CD-R,1.7,23,38.99,-33.52,0.09,1.99,0.51
4145,29410,2009-09-17,2009-09-17,Regular Air,Critical,Medium Box,Linda Cazamias,Corporate,75401,Texas,Greenville,Central,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,120.97,35,4186.53,1929.58,0.04,7.11,0.36
4146,29410,2009-09-17,2009-09-19,Regular Air,Critical,Small Box,Linda Cazamias,Corporate,75401,Texas,Greenville,Central,Technology,Telephones and Communication,688,195.99,36,6057.27,1585.50,0,4.2,0.6
4147,29411,2012-04-06,2012-04-07,Regular Air,High,Small Box,Naresj Patel,Corporate,76248,Texas,Keller,Central,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,2.22,29,67.87,-112.54,0.07,5,0.55
4148,29411,2012-04-06,2012-04-07,Regular Air,High,Small Box,Naresj Patel,Corporate,76248,Texas,Keller,Central,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",15.67,33,542.24,268.53,0.02,1.39,0.38
4149,29411,2012-04-06,2012-04-06,Delivery Truck,High,Jumbo Box,Naresj Patel,Corporate,76248,Texas,Keller,Central,Technology,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,400.97,38,15174.95,7251.92,0.02,48.26,0.36
4150,29411,2012-04-06,2012-04-06,Regular Air,High,Medium Box,Naresj Patel,Corporate,76248,Texas,Keller,Central,Technology,Office Machines,TI 36X Solar Scientific Calculator,23.99,45,1084.12,294.43,0.04,6.3,0.38
4151,29445,2010-09-29,2010-10-01,Delivery Truck,High,Jumbo Drum,Harold Engle,Consumer,46952,Indiana,Marion,Central,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,90.97,28,2531.35,415.55,0.09,28,0.38
4152,29473,2012-02-15,2012-02-16,Delivery Truck,Medium,Jumbo Box,Katrina Willman,Consumer,07050,New Jersey,Orange,East,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",320.64,40,13367.82,-774.89,0,29.2,0.66
4153,29473,2012-02-15,2012-02-17,Regular Air,Medium,Medium Box,Katrina Willman,Consumer,04092,Maine,Westbrook,East,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,7.99,31,206.2865,-111.98,0.05,5.03,0.6
4154,29475,2010-02-22,2010-02-24,Regular Air,High,Small Pack,Gary Zandusky,Home Office,78596,Texas,Weslaco,Central,Furniture,Office Furnishings,Ultra Door Push Plate,4.91,49,235.12,-29.62,0.09,3.05,0.52
4155,29475,2010-02-22,2010-02-25,Delivery Truck,High,Jumbo Box,Gary Zandusky,Home Office,76308,Texas,Wichita Falls,Central,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",880.98,2,1814.82,-1128.66,0,44.55,0.62
4156,29478,2010-04-09,2010-04-12,Regular Air,High,Wrap Bag,Russell D'Ascenzo,Consumer,34759,Florida,Poinciana,South,Technology,Telephones and Communication,Accessory25,20.99,15,272.8925,19.61,0.01,0.99,0.57
4157,29504,2010-09-23,2010-09-25,Delivery Truck,Not Specified,Jumbo Box,Richard Bierner,Small Business,22980,Virginia,Waynesboro,South,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",70.98,20,1485.06,25.32,0.04,26.85,
4158,29504,2010-09-23,2010-09-23,Regular Air,Not Specified,Small Box,Richard Bierner,Small Business,22980,Virginia,Waynesboro,South,Office Supplies,Paper,Xerox 1892,38.76,34,1211.18,208.40,0.1,13.26,0.36
4159,29505,2012-12-27,2012-12-28,Express Air,Medium,Wrap Bag,Brad Thomas,Home Office,95032,California,Los Gatos,West,Office Supplies,Pens & Art Supplies,Newell 326,1.76,22,45.21,4.61,0.02,0.7,0.56
4160,29506,2011-06-14,2011-06-16,Regular Air,Critical,Small Box,Scott Cohen,Consumer,21220,Maryland,Middle River,East,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,4.55,46,221.13,59.70,0.01,1.49,0.35
4161,29506,2011-06-14,2011-06-15,Regular Air,Critical,Small Box,Scott Cohen,Consumer,21220,Maryland,Middle River,East,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,1.88,8,16.35,-5.62,0.05,1.49,0.37
4162,29507,2012-02-09,2012-02-11,Delivery Truck,Low,Jumbo Box,Sally Hughsby,Consumer,44133,Ohio,North Royalton,East,Furniture,Tables,Global Adaptabilities™ Conference Tables,280.98,14,3049.632,-679.04,0.04,35.67,0.66
4163,29507,2012-02-09,2012-02-14,Regular Air,Low,Small Box,Sally Hughsby,Consumer,44133,Ohio,North Royalton,East,Technology,Telephones and Communication,Accessory35,35.99,41,1274.949,416.99,0.05,1.1,0.55
4164,29510,2011-04-15,2011-04-17,Delivery Truck,Critical,Jumbo Box,Don Miller,Home Office,62901,Illinois,Carbondale,Central,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",260.98,22,6123.94,1292.44,0.01,41.91,0.59
4165,29536,2012-09-07,2012-09-09,Delivery Truck,Medium,Jumbo Drum,Raymond Book,Consumer,98011,Washington,Bothell,West,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,100.98,5,495.32,-72.73,0.05,15.66,0.57
4166,29536,2012-09-07,2012-09-09,Delivery Truck,Medium,Jumbo Box,Raymond Book,Consumer,98011,Washington,Bothell,West,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,11,2483.53,-176.77,0.07,64.66,0.62
4167,29536,2012-09-07,2012-09-09,Regular Air,Medium,Small Box,Raymond Book,Consumer,98011,Washington,Bothell,West,Office Supplies,Paper,Xerox 1880,35.44,26,967.41,26.64,0.03,19.99,0.38
4168,29537,2012-09-19,2012-09-28,Express Air,Low,Small Box,Joni Sundaresam,Home Office,79701,Texas,Midland,Central,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,30,318.56,-30.97,0.08,4.5,0.59
4169,29539,2011-04-23,2011-04-24,Regular Air,High,Small Box,Neil French,Corporate,70802,Louisiana,Baton Rouge,South,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",9.78,24,223.2,78.74,0.1,1.39,0.39
4170,29569,2011-07-03,2011-07-04,Regular Air,High,Large Box,Raymond Book,Consumer,98011,Washington,Bothell,West,Technology,Copiers and Fax,Hewlett Packard LaserJet 3310 Copier,599.99,46,27720.98,11984.40,0.07,24.49,0.37
4171,29569,2011-07-03,2011-07-05,Regular Air,High,Small Box,Raymond Book,Consumer,98011,Washington,Bothell,West,Office Supplies,Paper,Xerox 1887,18.97,29,520.13,127.55,0.1,5.21,0.37
4172,29572,2010-06-03,2010-06-04,Delivery Truck,Not Specified,Jumbo Box,Sally Hughsby,Home Office,44133,Ohio,North Royalton,East,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",150.98,18,2657.56,126.28,0.1,16.01,0.7
4173,29573,2012-01-16,2012-01-18,Regular Air,Critical,Small Box,Michael Dominguez,Home Office,53713,Wisconsin,Fitchburg,Central,Office Supplies,Paper,Xerox 1939,18.97,43,792.21,42.24,0.05,9.54,0.37
4174,29607,2012-03-13,2012-03-15,Regular Air,Medium,Small Box,Ken Brennan,Home Office,15228,Pennsylvania,Mount Lebanon,East,Office Supplies,Paper,Xerox 1907,12.28,20,240.74,21.05,0.05,5.09,0.38
4175,29633,2009-06-22,2009-06-23,Regular Air,Critical,Medium Box,Scott Cohen,Consumer,21220,Maryland,Middle River,East,Office Supplies,Storage & Organization,Iris Project Case,7.98,11,96.01,-43.24,0.01,6.5,0.59
4176,29637,2009-05-25,2009-05-27,Regular Air,High,Medium Box,Bruce Degenhardt,Home Office,85204,Arizona,Mesa,West,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,17.98,34,598.19,-6.61,0.09,8.51,0.4
4177,29639,2011-04-17,2011-04-19,Regular Air,Critical,Wrap Bag,Patrick Ryan,Corporate,30605,Georgia,Athens,South,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,2.6,8,22.37,-14.09,0.04,2.4,0.58
