Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount|Profit
5253|CA-2017-132318|2017-10-30|2017-11-02|First Class|TT-21220|Thomas Thornton|Consumer|United States|Virginia Beach|Virginia|23464.0|South|OFF-AP-10000026|Office Supplies|Appliances|Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection|182.91|3|0.0|53.04389999999998
5254|US-2016-131982|2016-03-07|2016-03-11|Second Class|NP-18685|Nora Pelletier|Home Office|United States|Des Moines|Washington|98198.0|West|OFF-BI-10004224|Office Supplies|Binders|Catalog Binders with Expanding Posts|107.64800000000001|2|0.2|33.639999999999986
5255|CA-2017-125185|2017-03-05|2017-03-07|Second Class|AH-10195|Alan Haines|Corporate|United States|Bethlehem|Pennsylvania|18018.0|East|FUR-CH-10002647|Furniture|Chairs|Situations Contoured Folding Chairs, 4/Set|99.372|2|0.3|-7.097999999999992
5256|CA-2017-125185|2017-03-05|2017-03-07|Second Class|AH-10195|Alan Haines|Corporate|United States|Bethlehem|Pennsylvania|18018.0|East|FUR-FU-10003247|Furniture|Furnishings|36X48 HARDFLOOR CHAIRMAT|33.568000000000005|2|0.2|-5.454800000000004
5257|CA-2018-130078|2018-08-08|2018-08-14|Standard Class|CC-12145|Charles Crestani|Consumer|United States|Oklahoma City|Oklahoma|73120.0|Central|OFF-PA-10003270|Office Supplies|Paper|Xerox 1954|10.56|2|0.0|4.752
5258|US-2019-114034|2019-01-03|2019-01-08|Standard Class|DL-13315|Delfina Latchford|Consumer|United States|Rancho Cucamonga|California|91730.0|West|OFF-PA-10004735|Office Supplies|Paper|Xerox 1905|38.88|6|0.0|18.6624
5259|US-2019-115595|2019-10-09|2019-10-11|First Class|XP-21865|Xylona Preis|Consumer|United States|Los Angeles|California|90032.0|West|OFF-PA-10001745|Office Supplies|Paper|"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page"|35.2|5|0.0|16.543999999999997
5260|CA-2019-158722|2019-10-20|2019-10-26|Standard Class|MA-17560|Matt Abelman|Home Office|United States|Philadelphia|Pennsylvania|19120.0|East|OFF-PA-10000176|Office Supplies|Paper|Xerox 1887|45.528|3|0.2|15.934799999999997
5261|CA-2016-105165|2016-09-07|2016-09-10|First Class|SZ-20035|Sam Zeldin|Home Office|United States|Houston|Texas|77036.0|Central|TEC-PH-10000675|Technology|Phones|Panasonic KX TS3282B Corded phone|196.776|3|0.2|14.758199999999995
5262|CA-2016-105165|2016-09-07|2016-09-10|First Class|SZ-20035|Sam Zeldin|Home Office|United States|Houston|Texas|77036.0|Central|OFF-BI-10000050|Office Supplies|Binders|Angle-D Binders with Locking Rings, Label Holders|2.9199999999999995|2|0.8|-4.8180000000000005
5263|CA-2016-105165|2016-09-07|2016-09-10|First Class|SZ-20035|Sam Zeldin|Home Office|United States|Houston|Texas|77036.0|Central|FUR-TA-10004154|Furniture|Tables|Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer|200.79500000000002|1|0.3|-22.948000000000008
5264|CA-2016-105165|2016-09-07|2016-09-10|First Class|SZ-20035|Sam Zeldin|Home Office|United States|Houston|Texas|77036.0|Central|TEC-AC-10002718|Technology|Accessories|Belkin Standard 104 key USB Keyboard|46.688|4|0.2|-2.918000000000003
5265|CA-2016-105165|2016-09-07|2016-09-10|First Class|SZ-20035|Sam Zeldin|Home Office|United States|Houston|Texas|77036.0|Central|OFF-AR-10003179|Office Supplies|Art|Dixon Ticonderoga Core-Lock Colored Pencils|21.864|3|0.2|3.5528999999999984
5266|CA-2019-147452|2019-09-30|2019-10-03|First Class|CS-11845|Cari Sayre|Corporate|United States|Seattle|Washington|98103.0|West|OFF-PA-10001838|Office Supplies|Paper|"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"|11.76|2|0.0|5.7623999999999995
5267|CA-2019-147452|2019-09-30|2019-10-03|First Class|CS-11845|Cari Sayre|Corporate|United States|Seattle|Washington|98103.0|West|OFF-PA-10004039|Office Supplies|Paper|Xerox 1882|167.94|3|0.0|82.2906
5268|CA-2019-147452|2019-09-30|2019-10-03|First Class|CS-11845|Cari Sayre|Corporate|United States|Seattle|Washington|98103.0|West|OFF-AP-10001626|Office Supplies|Appliances|Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags|3.89|1|0.0|1.0114
5269|US-2019-114657|2019-11-16|2019-11-21|Standard Class|MH-18115|Mick Hernandez|Home Office|United States|Yonkers|New York|10701.0|East|TEC-MA-10003173|Technology|Machines|Hewlett-Packard 300S Scientific Calculator|52.44|4|0.0|24.122399999999995
5270|CA-2019-144484|2019-09-11|2019-09-11|Same Day|CB-12025|Cassandra Brandow|Consumer|United States|San Francisco|California|94110.0|West|FUR-FU-10000260|Furniture|Furnishings|"6"" Cubicle Wall Clock, Black"|32.36|4|0.0|11.6496
5271|CA-2019-144484|2019-09-11|2019-09-11|Same Day|CB-12025|Cassandra Brandow|Consumer|United States|San Francisco|California|94110.0|West|OFF-AP-10004487|Office Supplies|Appliances|Kensington 4 Outlet MasterPiece Compact Power Control Center|406.59999999999997|5|0.0|113.84799999999998
5272|CA-2019-125913|2019-01-16|2019-01-16|Same Day|JO-15145|Jack O'Briant|Corporate|United States|Los Angeles|California|90008.0|West|FUR-FU-10001487|Furniture|Furnishings|Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood|27.92|4|0.0|8.096799999999998
5273|CA-2019-125913|2019-01-16|2019-01-16|Same Day|JO-15145|Jack O'Briant|Corporate|United States|Los Angeles|California|90008.0|West|FUR-TA-10001520|Furniture|Tables|Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table|399.672|7|0.2|-14.98770000000006
5274|US-2018-158309|2018-11-26|2018-11-29|First Class|PA-19060|Pete Armstrong|Home Office|United States|Miami|Florida|33142.0|South|OFF-BI-10000145|Office Supplies|Binders|Zipper Ring Binder Pockets|3.7440000000000007|4|0.7|-2.620799999999999
5275|CA-2017-162887|2017-11-07|2017-11-09|Second Class|SV-20785|Stewart Visinsky|Consumer|United States|Burlington|Vermont||East|FUR-CH-10000595|Furniture|Chairs|Safco Contoured Stacking Chairs|715.2|3|0.0|178.79999999999998
5276|CA-2019-147333|2019-12-14|2019-12-20|Standard Class|KL-16555|Kelly Lampkin|Corporate|United States|Fayetteville|Arkansas|72701.0|South|TEC-AC-10004469|Technology|Accessories|Microsoft Sculpt Comfort Mouse|159.8|4|0.0|70.31200000000001
5277|CA-2019-147333|2019-12-14|2019-12-20|Standard Class|KL-16555|Kelly Lampkin|Corporate|United States|Fayetteville|Arkansas|72701.0|South|TEC-AC-10003038|Technology|Accessories|Kingston Digital DataTraveler 16GB USB 2.0|44.75|5|0.0|8.502499999999994
5278|CA-2016-113859|2016-09-13|2016-09-17|Standard Class|BC-11125|Becky Castell|Home Office|United States|Odessa|Texas|79762.0|Central|FUR-CH-10004698|Furniture|Chairs|Padded Folding Chairs, Black, 4/Carton|340.116|6|0.3|-9.717599999999976
5279|CA-2016-159681|2016-12-07|2016-12-13|Standard Class|PO-18850|Patrick O'Brill|Consumer|United States|Virginia Beach|Virginia|23464.0|South|OFF-PA-10003641|Office Supplies|Paper|Xerox 1909|105.52|4|0.0|48.539199999999994
5280|US-2019-104094|2019-09-07|2019-09-11|Standard Class|AG-10675|Anna Gayman|Consumer|United States|Milwaukee|Wisconsin|53209.0|Central|TEC-AC-10002134|Technology|Accessories|Rosewill 107 Normal Keys USB Wired Standard Keyboard|13.48|1|0.0|1.8872
5281|CA-2019-152709|2019-10-07|2019-10-12|Standard Class|DB-13210|Dean Braden|Consumer|United States|Detroit|Michigan|48234.0|Central|OFF-ST-10001837|Office Supplies|Storage|SAFCO Mobile Desk Side File, Wire Frame|85.52|2|0.0|22.2352
5282|CA-2017-105158|2017-09-05|2017-09-10|Standard Class|SP-20860|Sung Pak|Corporate|United States|Rochester|Minnesota|55901.0|Central|FUR-FU-10001706|Furniture|Furnishings|Longer-Life Soft White Bulbs|6.16|2|0.0|2.9568
5283|CA-2017-105158|2017-09-05|2017-09-10|Standard Class|SP-20860|Sung Pak|Corporate|United States|Rochester|Minnesota|55901.0|Central|OFF-PA-10001970|Office Supplies|Paper|Xerox 1881|36.839999999999996|3|0.0|17.314799999999998
5284|CA-2016-133424|2016-03-30|2016-04-04|Standard Class|Dl-13600|Dorris liebe|Corporate|United States|Seattle|Washington|98105.0|West|OFF-ST-10002957|Office Supplies|Storage|Sterilite Show Offs Storage Containers|15.84|3|0.0|0.0
5285|CA-2016-133424|2016-03-30|2016-04-04|Standard Class|Dl-13600|Dorris liebe|Corporate|United States|Seattle|Washington|98105.0|West|OFF-LA-10002312|Office Supplies|Labels|Avery 490|44.400000000000006|3|0.0|22.200000000000003
5286|CA-2019-105991|2019-05-05|2019-05-06|First Class|LH-17020|Lisa Hazard|Consumer|United States|Louisville|Colorado|80027.0|West|OFF-EN-10002600|Office Supplies|Envelopes|Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2|21.240000000000002|9|0.2|7.433999999999999
5287|CA-2019-105991|2019-05-05|2019-05-06|First Class|LH-17020|Lisa Hazard|Consumer|United States|Louisville|Colorado|80027.0|West|OFF-BI-10003274|Office Supplies|Binders|Avery Durable Slant Ring Binders, No Labels|9.552000000000001|8|0.7|-7.3232
5288|CA-2019-105991|2019-05-05|2019-05-06|First Class|LH-17020|Lisa Hazard|Consumer|United States|Louisville|Colorado|80027.0|West|FUR-BO-10004467|Furniture|Bookcases|Bestar Classic Bookcase|89.99100000000001|3|0.7|-152.9847
5289|US-2019-136784|2019-04-30|2019-05-05|Standard Class|AD-10180|Alan Dominguez|Home Office|United States|San Francisco|California|94122.0|West|OFF-PA-10000675|Office Supplies|Paper|Xerox 1919|163.96|4|0.0|80.3404
5290|CA-2016-146283|2016-09-08|2016-09-15|Standard Class|KT-16465|Kean Takahito|Consumer|United States|Houston|Texas|77036.0|Central|OFF-PA-10002259|Office Supplies|Paper|"Geographics Note Cards, Blank, White, 8 1/2"" x 11"""|17.904|2|0.2|6.2664
5291|CA-2016-146283|2016-09-08|2016-09-15|Standard Class|KT-16465|Kean Takahito|Consumer|United States|Houston|Texas|77036.0|Central|FUR-CH-10004287|Furniture|Chairs|SAFCO Arco Folding Chair|966.6999999999998|5|0.3|-13.810000000000116
5292|CA-2016-146283|2016-09-08|2016-09-15|Standard Class|KT-16465|Kean Takahito|Consumer|United States|Houston|Texas|77036.0|Central|OFF-PA-10000482|Office Supplies|Paper|Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate|182.112|6|0.2|61.46279999999998
5293|CA-2019-151218|2019-06-20|2019-06-23|First Class|PJ-19015|Pauline Johnson|Consumer|United States|Miami|Florida|33180.0|South|OFF-ST-10004835|Office Supplies|Storage|Plastic Stacking Crates & Casters|4.464|1|0.2|0.3348
5294|CA-2017-111073|2017-12-26|2017-12-30|Standard Class|MC-18100|Mick Crebagga|Consumer|United States|Medina|Ohio|44256.0|East|FUR-TA-10004086|Furniture|Tables|KI Adjustable-Height Table|51.588|1|0.4|-15.476400000000005
5295|CA-2019-144883|2019-08-15|2019-08-19|Standard Class|BO-11350|Bill Overfelt|Corporate|United States|Roseville|Minnesota|55113.0|Central|OFF-LA-10000305|Office Supplies|Labels|Avery 495|50.4|8|0.0|23.183999999999997
5296|CA-2019-142174|2019-03-04|2019-03-09|Standard Class|DP-13000|Darren Powers|Consumer|United States|Houston|Texas|77041.0|Central|OFF-PA-10000806|Office Supplies|Paper|Xerox 1934|89.568|2|0.2|32.4684
5297|CA-2019-108791|2019-07-27|2019-07-31|Standard Class|TM-21490|Tony Molinari|Consumer|United States|Yonkers|New York|10701.0|East|FUR-FU-10004018|Furniture|Furnishings|Tensor Computer Mounted Lamp|14.89|1|0.0|4.020300000000001
5298|CA-2019-108791|2019-07-27|2019-07-31|Standard Class|TM-21490|Tony Molinari|Consumer|United States|Yonkers|New York|10701.0|East|TEC-PH-10002660|Technology|Phones|Nortel Networks T7316 E Nt8 B27|543.92|8|0.0|135.98000000000002
5299|CA-2018-106656|2018-09-23|2018-09-26|First Class|DV-13045|Darrin Van Huff|Corporate|United States|San Diego|California|92037.0|West|OFF-EN-10001509|Office Supplies|Envelopes|Poly String Tie Envelopes|4.08|2|0.0|1.9175999999999997
5300|CA-2018-106656|2018-09-23|2018-09-26|First Class|DV-13045|Darrin Van Huff|Corporate|United States|San Diego|California|92037.0|West|OFF-LA-10003148|Office Supplies|Labels|Avery 51|18.9|3|0.0|8.693999999999999
5301|CA-2018-113831|2018-05-30|2018-06-03|Standard Class|AH-10690|Anna Häberlin|Corporate|United States|Springfield|Virginia|22153.0|South|FUR-TA-10002645|Furniture|Tables|Hon Rectangular Conference Tables|2275.5|10|0.0|386.8349999999998
5302|CA-2018-113831|2018-05-30|2018-06-03|Standard Class|AH-10690|Anna Häberlin|Corporate|United States|Springfield|Virginia|22153.0|South|TEC-AC-10003033|Technology|Accessories|Plantronics CS510 - Over-the-Head monaural Wireless Headset System|1979.6999999999998|6|0.0|653.3009999999998
5303|CA-2018-113831|2018-05-30|2018-06-03|Standard Class|AH-10690|Anna Häberlin|Corporate|United States|Springfield|Virginia|22153.0|South|OFF-LA-10001297|Office Supplies|Labels|Avery 473|62.099999999999994|6|0.0|29.808
5304|US-2016-139500|2016-11-16|2016-11-20|Standard Class|AB-10165|Alan Barnes|Consumer|United States|Decatur|Illinois|62521.0|Central|FUR-CH-10002017|Furniture|Chairs|SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair|37.296|2|0.3|-1.0656000000000017
5305|US-2016-166310|2016-09-21|2016-09-23|First Class|JS-15940|Joni Sundaresam|Home Office|United States|Garland|Texas|75043.0|Central|FUR-FU-10001546|Furniture|Furnishings|Dana Swing-Arm Lamps|8.544|2|0.6|-7.475999999999999
5306|US-2018-168410|2018-02-21|2018-02-26|Standard Class|BV-11245|Benjamin Venier|Corporate|United States|Oceanside|New York|11572.0|East|FUR-FU-10000629|Furniture|Furnishings|9-3/4 Diameter Round Wall Clock|68.94999999999999|5|0.0|28.959000000000003
5307|US-2018-168410|2018-02-21|2018-02-26|Standard Class|BV-11245|Benjamin Venier|Corporate|United States|Oceanside|New York|11572.0|East|OFF-ST-10000036|Office Supplies|Storage|Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16|296.37|3|0.0|80.01989999999999
5308|US-2018-168410|2018-02-21|2018-02-26|Standard Class|BV-11245|Benjamin Venier|Corporate|United States|Oceanside|New York|11572.0|East|TEC-PH-10002583|Technology|Phones|iOttie HLCRIO102 Car Mount|39.98|2|0.0|1.9989999999999952
5309|CA-2019-131254|2019-11-19|2019-11-21|First Class|NC-18415|Nathan Cano|Consumer|United States|Houston|Texas|77095.0|Central|FUR-CH-10003774|Furniture|Chairs|Global Wood Trimmed Manager's Task Chair, Khaki|191.058|3|0.3|-46.39980000000001
5310|CA-2019-131254|2019-11-19|2019-11-21|First Class|NC-18415|Nathan Cano|Consumer|United States|Houston|Texas|77095.0|Central|OFF-AR-10003876|Office Supplies|Art|Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink|13.040000000000001|5|0.2|3.9120000000000004
5311|CA-2019-131254|2019-11-19|2019-11-21|First Class|NC-18415|Nathan Cano|Consumer|United States|Houston|Texas|77095.0|Central|OFF-BI-10003527|Office Supplies|Binders|Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind|1525.1879999999996|6|0.8|-2287.782
5312|CA-2018-123414|2018-08-21|2018-08-27|Standard Class|SU-20665|Stephanie Ulpright|Home Office|United States|Greenville|North Carolina|27834.0|South|OFF-LA-10004559|Office Supplies|Labels|Avery 49|9.216|4|0.2|3.3408
5313|CA-2018-123414|2018-08-21|2018-08-27|Standard Class|SU-20665|Stephanie Ulpright|Home Office|United States|Greenville|North Carolina|27834.0|South|OFF-SU-10002573|Office Supplies|Supplies|"Acme 10"" Easy Grip Assistive Scissors"|28.048000000000002|2|0.2|3.5059999999999967
5314|CA-2019-137876|2019-04-30|2019-05-05|Standard Class|DJ-13510|Don Jones|Corporate|United States|San Francisco|California|94110.0|West|FUR-FU-10000222|Furniture|Furnishings|"Seth Thomas 16"" Steel Case Clock"|64.96|2|0.0|21.436799999999998
5315|CA-2019-137876|2019-04-30|2019-05-05|Standard Class|DJ-13510|Don Jones|Corporate|United States|San Francisco|California|94110.0|West|OFF-EN-10001219|Office Supplies|Envelopes|"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"|30.56|4|0.0|14.9744
5316|CA-2018-154060|2018-05-02|2018-05-08|Standard Class|DL-12865|Dan Lawera|Consumer|United States|Greensboro|North Carolina|27405.0|South|FUR-CH-10002304|Furniture|Chairs|Global Stack Chair without Arms, Black|187.056|9|0.2|11.69100000000001
5317|US-2019-162558|2019-10-02|2019-10-05|First Class|Dp-13240|Dean percer|Home Office|United States|Knoxville|Tennessee|37918.0|South|FUR-FU-10002364|Furniture|Furnishings|Eldon Expressions Wood Desk Accessories, Oak|11.808|2|0.2|1.3283999999999985
5318|US-2019-162558|2019-10-02|2019-10-05|First Class|Dp-13240|Dean percer|Home Office|United States|Knoxville|Tennessee|37918.0|South|FUR-FU-10004864|Furniture|Furnishings|Eldon 500 Class Desk Accessories|9.656|1|0.2|1.5691000000000002
5319|US-2019-162558|2019-10-02|2019-10-05|First Class|Dp-13240|Dean percer|Home Office|United States|Knoxville|Tennessee|37918.0|South|OFF-PA-10003172|Office Supplies|Paper|Xerox 1996|20.736000000000004|4|0.2|7.2576
5320|US-2019-162558|2019-10-02|2019-10-05|First Class|Dp-13240|Dean percer|Home Office|United States|Knoxville|Tennessee|37918.0|South|OFF-BI-10000977|Office Supplies|Binders|Ibico Plastic Spiral Binding Combs|27.360000000000003|3|0.7|-21.88799999999999
5321|US-2019-162558|2019-10-02|2019-10-05|First Class|Dp-13240|Dean percer|Home Office|United States|Knoxville|Tennessee|37918.0|South|FUR-TA-10000198|Furniture|Tables|Chromcraft Bull-Nose Wood Oval Conference Tables & Bases|2314.116|7|0.4|-1002.7836000000001
5322|US-2019-162558|2019-10-02|2019-10-05|First Class|Dp-13240|Dean percer|Home Office|United States|Knoxville|Tennessee|37918.0|South|OFF-BI-10003984|Office Supplies|Binders|Lock-Up Easel 'Spel-Binder'|34.236000000000004|4|0.7|-26.2476
5323|US-2019-162558|2019-10-02|2019-10-05|First Class|Dp-13240|Dean percer|Home Office|United States|Knoxville|Tennessee|37918.0|South|FUR-FU-10003691|Furniture|Furnishings|Eldon Image Series Desk Accessories, Ebony|19.76|2|0.2|5.928
5324|CA-2019-134439|2019-09-18|2019-09-23|Second Class|TM-21010|Tamara Manning|Consumer|United States|Grand Island|Nebraska|68801.0|Central|OFF-PA-10004082|Office Supplies|Paper|Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book|15.96|2|0.0|7.98
5325|CA-2017-119508|2017-12-04|2017-12-09|Standard Class|TZ-21580|Tracy Zic|Consumer|United States|Lakewood|California|90712.0|West|OFF-AR-10003723|Office Supplies|Art|Avery Hi-Liter Fluorescent Desk Style Markers|16.9|5|0.0|6.253
5326|CA-2017-119508|2017-12-04|2017-12-09|Standard Class|TZ-21580|Tracy Zic|Consumer|United States|Lakewood|California|90712.0|West|FUR-FU-10004270|Furniture|Furnishings|Eldon Image Series Desk Accessories, Burgundy|25.08|6|0.0|9.0288
5327|CA-2017-152681|2017-01-17|2017-01-22|Standard Class|SC-20260|Scott Cohen|Corporate|United States|Lawrence|Massachusetts|1841.0|East|OFF-AR-10003183|Office Supplies|Art|Avery Fluorescent Highlighter Four-Color Set|6.68|2|0.0|2.0039999999999996
5328|CA-2016-130813|2016-01-06|2016-01-08|Second Class|LS-17230|Lycoris Saunders|Consumer|United States|Los Angeles|California|90049.0|West|OFF-PA-10002005|Office Supplies|Paper|Xerox 225|19.44|3|0.0|9.3312
5329|CA-2017-120320|2017-03-05|2017-03-09|Standard Class|MV-18190|Mike Vittorini|Consumer|United States|Houston|Texas|77036.0|Central|TEC-PH-10000149|Technology|Phones|Cisco SPA525G2 IP Phone - Wireless|31.92|2|0.2|2.3939999999999984
5330|CA-2018-111941|2018-12-25|2018-12-28|Second Class|BD-11620|Brian DeCherney|Consumer|United States|New York City|New York|10035.0|East|OFF-BI-10001524|Office Supplies|Binders|GBC Premium Transparent Covers with Diagonal Lined Pattern|33.568000000000005|2|0.2|11.748799999999997
5331|CA-2018-123120|2018-09-04|2018-09-08|Standard Class|CV-12295|Christina VanderZanden|Consumer|United States|New York City|New York|10011.0|East|FUR-FU-10004748|Furniture|Furnishings|"Howard Miller 16"" Diameter Gallery Wall Clock"|63.94|1|0.0|24.9366
5332|CA-2018-123120|2018-09-04|2018-09-08|Standard Class|CV-12295|Christina VanderZanden|Consumer|United States|New York City|New York|10011.0|East|OFF-BI-10001460|Office Supplies|Binders|Plastic Binding Combs|60.60000000000001|5|0.2|20.452499999999997
5333|CA-2018-123120|2018-09-04|2018-09-08|Standard Class|CV-12295|Christina VanderZanden|Consumer|United States|New York City|New York|10011.0|East|OFF-SU-10002503|Office Supplies|Supplies|Acme Preferred Stainless Steel Scissors|22.72|4|0.0|6.588799999999999
5334|CA-2016-103331|2016-08-26|2016-09-01|Standard Class|KB-16315|Karl Braun|Consumer|United States|Newark|Delaware|19711.0|East|FUR-FU-10001731|Furniture|Furnishings|Acrylic Self-Standing Desk Frames|10.68|4|0.0|4.0584
5335|CA-2016-103331|2016-08-26|2016-09-01|Standard Class|KB-16315|Karl Braun|Consumer|United States|Newark|Delaware|19711.0|East|OFF-PA-10002160|Office Supplies|Paper|Xerox 1978|17.34|3|0.0|8.4966
5336|CA-2016-103331|2016-08-26|2016-09-01|Standard Class|KB-16315|Karl Braun|Consumer|United States|Newark|Delaware|19711.0|East|OFF-PA-10002659|Office Supplies|Paper|Avoid Verbal Orders Carbonless Minifold Book|3.38|1|0.0|1.5547999999999997
5337|CA-2017-169278|2017-05-21|2017-05-25|Standard Class|ME-18010|Michelle Ellison|Corporate|United States|Seattle|Washington|98105.0|West|OFF-BI-10001636|Office Supplies|Binders|Ibico Plastic and Wire Spiral Binding Combs|26.976|4|0.2|8.767199999999999
5338|CA-2019-111577|2019-10-16|2019-10-21|Standard Class|AJ-10780|Anthony Jacobs|Corporate|United States|Scottsdale|Arizona|85254.0|West|OFF-PA-10000062|Office Supplies|Paper|Green Bar Computer Printout Paper|307.776|7|0.2|111.5688
5339|CA-2017-146486|2017-11-09|2017-11-14|Second Class|DV-13465|Dianna Vittorini|Consumer|United States|Oceanside|New York|11572.0|East|OFF-ST-10002554|Office Supplies|Storage|Tennsco Industrial Shelving|244.54999999999998|5|0.0|4.891000000000005
5340|CA-2017-146486|2017-11-09|2017-11-14|Second Class|DV-13465|Dianna Vittorini|Consumer|United States|Oceanside|New York|11572.0|East|OFF-EN-10001509|Office Supplies|Envelopes|Poly String Tie Envelopes|12.24|6|0.0|5.752799999999999
5341|CA-2017-146486|2017-11-09|2017-11-14|Second Class|DV-13465|Dianna Vittorini|Consumer|United States|Oceanside|New York|11572.0|East|TEC-AC-10002018|Technology|Accessories|AmazonBasics 3-Button USB Wired Mouse|13.98|2|0.0|6.011400000000001
5342|CA-2017-146486|2017-11-09|2017-11-14|Second Class|DV-13465|Dianna Vittorini|Consumer|United States|Oceanside|New York|11572.0|East|TEC-AC-10002637|Technology|Accessories|Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)|899.95|5|0.0|53.99699999999996
5343|US-2016-168501|2016-11-21|2016-11-27|Standard Class|JK-15325|Jason Klamczynski|Corporate|United States|Dallas|Texas|75220.0|Central|OFF-EN-10001509|Office Supplies|Envelopes|Poly String Tie Envelopes|1.6320000000000001|1|0.2|0.5507999999999998
5344|US-2016-168501|2016-11-21|2016-11-27|Standard Class|JK-15325|Jason Klamczynski|Corporate|United States|Dallas|Texas|75220.0|Central|TEC-PH-10004922|Technology|Phones|RCA Visys Integrated PBX 8-Line Router|267.96|5|0.2|16.747500000000016
5345|CA-2017-112053|2017-10-11|2017-10-13|Second Class|SH-20395|Shahid Hopkins|Consumer|United States|Rochester|New York|14609.0|East|TEC-AC-10002550|Technology|Accessories|Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack|31.95|1|0.0|2.2364999999999995
5346|CA-2019-108539|2019-03-21|2019-03-23|Second Class|SC-20725|Steven Cartwright|Consumer|United States|Los Angeles|California|90045.0|West|OFF-ST-10003208|Office Supplies|Storage|Adjustable Depth Letter/Legal Cart|725.84|4|0.0|210.4935999999999
5347|CA-2019-108539|2019-03-21|2019-03-23|Second Class|SC-20725|Steven Cartwright|Consumer|United States|Los Angeles|California|90045.0|West|OFF-BI-10003981|Office Supplies|Binders|"Avery Durable Plastic 1"" Binders"|10.896|3|0.2|3.9497999999999998
5348|CA-2019-108539|2019-03-21|2019-03-23|Second Class|SC-20725|Steven Cartwright|Consumer|United States|Los Angeles|California|90045.0|West|OFF-BI-10001031|Office Supplies|Binders|Pressboard Data Binders by Wilson Jones|8.544|2|0.2|2.8835999999999995
5349|CA-2017-149811|2017-01-04|2017-01-10|Standard Class|CS-12250|Chris Selesnick|Corporate|United States|Woodbury|Minnesota|55125.0|Central|OFF-BI-10003676|Office Supplies|Binders|GBC Standard Recycled Report Covers, Clear Plastic Sheets|32.339999999999996|3|0.0|15.5232
5350|CA-2017-149811|2017-01-04|2017-01-10|Standard Class|CS-12250|Chris Selesnick|Corporate|United States|Woodbury|Minnesota|55125.0|Central|OFF-PA-10004082|Office Supplies|Paper|Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book|39.900000000000006|5|0.0|19.950000000000003
5351|US-2019-103814|2019-12-09|2019-12-16|Standard Class|LH-16900|Lena Hernandez|Consumer|United States|Park Ridge|Illinois|60068.0|Central|OFF-PA-10001019|Office Supplies|Paper|Xerox 1884|143.85600000000002|9|0.2|48.551399999999994
5352|CA-2018-123932|2018-09-06|2018-09-12|Standard Class|YC-21895|Yoseph Carroll|Corporate|United States|Dallas|Texas|75217.0|Central|OFF-PA-10004665|Office Supplies|Paper|Advantus Motivational Note Cards|41.92|4|0.2|15.195999999999998
5353|CA-2018-123932|2018-09-06|2018-09-12|Standard Class|YC-21895|Yoseph Carroll|Corporate|United States|Dallas|Texas|75217.0|Central|TEC-PH-10002447|Technology|Phones|AT&T CL83451 4-Handset Telephone|329.58400000000006|2|0.2|37.07819999999998
5354|US-2018-101616|2018-09-03|2018-09-06|First Class|CY-12745|Craig Yedwab|Corporate|United States|Monroe|Louisiana|71203.0|South|OFF-BI-10000014|Office Supplies|Binders|Heavy-Duty E-Z-D Binders|87.28|8|0.0|41.0216
5355|CA-2016-113768|2016-05-13|2016-05-19|Standard Class|AH-10030|Aaron Hawkins|Corporate|United States|Los Angeles|California|90004.0|West|FUR-CH-10002439|Furniture|Chairs|Iceberg Nesting Folding Chair, 19w x 6d x 43h|279.456|6|0.2|20.959199999999996
5356|CA-2016-113768|2016-05-13|2016-05-19|Standard Class|AH-10030|Aaron Hawkins|Corporate|United States|Los Angeles|California|90004.0|West|OFF-PA-10003063|Office Supplies|Paper|EcoTones Memo Sheets|8.0|2|0.0|3.84
5357|CA-2018-138037|2018-09-29|2018-10-03|Standard Class|AR-10540|Andy Reiter|Consumer|United States|San Francisco|California|94109.0|West|OFF-BI-10002982|Office Supplies|Binders|Avery Self-Adhesive Photo Pockets for Polaroid Photos|27.240000000000002|5|0.2|9.533999999999997
